time_ms,seq,payload_len,sf,bw_khz,cr,tx_power_dbm,rssi_dbm,snr_db,received_total,missed_total,pc_timestamp,test_name,location,distance_m,condition,notes
784,41593,20,7,125.00,5,14,-103.00,3.00,1,0,2026-04-21T22:35:38,04_sftrade_1mile_obstacle_sf7_bw125_cr45_p14_run2,longrange,1609,obstacle_repeat,1 mile obstacle SF7 repeat
984,41594,20,7,125.00,5,14,-106.00,-1.25,2,0,2026-04-21T22:35:39,04_sftrade_1mile_obstacle_sf7_bw125_cr45_p14_run2,longrange,1609,obstacle_repeat,1 mile obstacle SF7 repeat
1184,41595,20,7,125.00,5,14,-104.00,0.50,3,0,2026-04-21T22:35:39,04_sftrade_1mile_obstacle_sf7_bw125_cr45_p14_run2,longrange,1609,obstacle_repeat,1 mile obstacle SF7 repeat
1384,41596,20,7,125.00,5,14,-107.00,-6.50,4,0,2026-04-21T22:35:39,04_sftrade_1mile_obstacle_sf7_bw125_cr45_p14_run2,longrange,1609,obstacle_repeat,1 mile obstacle SF7 repeat
1784,41598,20,7,125.00,5,14,-108.00,-3.25,5,1,2026-04-21T22:35:39,04_sftrade_1mile_obstacle_sf7_bw125_cr45_p14_run2,longrange,1609,obstacle_repeat,1 mile obstacle SF7 repeat
2184,41600,20,7,125.00,5,14,-110.00,-4.25,6,2,2026-04-21T22:35:40,04_sftrade_1mile_obstacle_sf7_bw125_cr45_p14_run2,longrange,1609,obstacle_repeat,1 mile obstacle SF7 repeat
2784,41603,20,7,125.00,5,14,-110.00,-4.75,7,4,2026-04-21T22:35:40,04_sftrade_1mile_obstacle_sf7_bw125_cr45_p14_run2,longrange,1609,obstacle_repeat,1 mile obstacle SF7 repeat
2984,41604,20,7,125.00,5,14,-110.00,-2.25,8,4,2026-04-21T22:35:41,04_sftrade_1mile_obstacle_sf7_bw125_cr45_p14_run2,longrange,1609,obstacle_repeat,1 mile obstacle SF7 repeat
3184,41605,20,7,125.00,5,14,-110.00,-2.25,9,4,2026-04-21T22:35:41,04_sftrade_1mile_obstacle_sf7_bw125_cr45_p14_run2,longrange,1609,obstacle_repeat,1 mile obstacle SF7 repeat
3384,41606,20,7,125.00,5,14,-111.00,-4.50,10,4,2026-04-21T22:35:41,04_sftrade_1mile_obstacle_sf7_bw125_cr45_p14_run2,longrange,1609,obstacle_repeat,1 mile obstacle SF7 repeat
