file,test_name,location,distance_m,condition,received_packets,estimated_sent_packets,estimated_missed_packets,prr,duration_s,payload_bytes,goodput_Bps,packet_rate_hz,sf,bw_khz,cr,tx_power_dbm,mean_rssi_dbm,median_rssi_dbm,p10_rssi_dbm,p90_rssi_dbm,min_rssi_dbm,max_rssi_dbm,mean_snr_db,median_snr_db,p10_snr_db,p90_snr_db,min_snr_db,max_snr_db,phy_bitrate_bps,airtime_ms,occupancy,efficiency_Bps_per_occ,loss_burst_count,mean_loss_burst_packets,max_loss_burst_packets,total_loss_burst_packets,mean_interarrival_ms,std_interarrival_ms,min_interarrival_ms,max_interarrival_ms
01_bringup_desk_2m_los_sf7_bw125_cr45_p14_run1.csv,01_bringup_desk_2m_los_sf7_bw125_cr45_p14_run1,desk,2,LOS,145,145,0,1.0,28.8,20.0,100.69444444444444,5.034722222222222,7,125.0,5,14.0,-14.441379310344828,-14.0,-15.0,-14.0,-15.0,-14.0,12.312068965517241,12.25,11.75,12.75,11.5,13.5,5468.75,56.57599999999999,0.2848444444444444,353.5067873303168,0,0.0,0,0,200.0,0.28968272975116055,199.0,201.0
01_bringup_hallway_10m_los_sf7_bw125_cr45_p14_run1.csv,01_bringup_hallway_10m_los_sf7_bw125_cr45_p14_run1,hallway,10,LOS,146,146,0,1.0,29.0,20.0,100.6896551724138,5.0344827586206895,7,125.0,5,14.0,-14.582191780821917,-14.0,-15.0,-14.0,-19.0,-14.0,12.409246575342467,12.25,11.875,13.0,11.5,13.5,5468.75,56.57599999999999,0.2848308965517241,353.5067873303168,0,0.0,0,0,200.0,0.0,200.0,200.0
